,words,x,y
1478,laboratories.,0.12984009,-0.66015744
1479,"necessary,",0.2740052,0.31169596
1480,period,3.811858,2.173134
1481,accessed,2.6318974,-0.12701996
1482,extended,-0.071733624,0.9360321
1483,once,-0.82905287,0.9709632
1484,maximum,0.4182643,0.6038865
1485,months.,-1.8539896,0.11465665
1486,French.,-0.5810806,-0.8014905
1487,Consumer,-4.640452,0.46665543
1488,('BEUC'),-2.6684365,0.26653156
1489,year,-1.4011716,0.779291
1490,anniversary,-1.2998977,0.6240997
1491,focusing,0.8340211,3.8887997
1492,GDPR,2.7812064,2.3534586
1493,perspective,0.48341113,-0.803564
1494,organisations.,0.1796966,-1.0760849
1495,show,0.4079181,-2.7507527
1496,effectiveness,0.52851146,-0.995576
1497,harmonised,0.40092483,-0.7883782
1498,binding,0.72407585,-1.3426837
1499,administrative,3.3037932,0.786367
1500,deal,3.7592773,-1.4781419
1501,cross,3.308836,-1.3196412
1502,border,2.9853,-1.9526075
1503,slow,-1.1314945,-1.4586792
1504,pace,-1.3092543,-1.3145993
1505,proceedings.,-0.8182428,-0.998692
1506,makes,-1.7127845,-3.0961642
1507,"recommendations,",-1.8012515,-3.2926912
1508,establishment,-1.8064555,-1.4456384
1509,"of,",3.3726368,-0.10729294
1510,"others,",0.8460437,0.38647103
1511,common,0.70153713,1.5360719
1512,procedure,1.3208247,2.9592218
1513,handle,0.01598372,-0.40156117
1514,cases,2.7420595,5.1501923
1515,"('EDPB'),",-1.4666815,-0.1675984
1516,support,4.1987967,1.7715877
1517,mechanisms,3.8854136,-0.3677511
1518,representing,1.7589387,1.5970798
1519,"them,",2.9151068,0.9432637
1520,would,9.857527,1.6717192
1521,eligible,0.7614153,-0.11810844
1522,represent,0.4461364,-0.3422349
1523,80,-0.9783834,-0.84646213
1524,GDPR.,1.1154717,-0.49879566
1525,Merchants,-1.3134327,0.0104213245
1526,('CMB'),-0.63778996,-0.3029254
1527,reckless,0.7301755,-0.19340008
1528,applicants',-0.62303954,-0.6675786
1529,information.,2.3380272,1.3914356
1530,CMB,-1.0239949,-0.41157532
1531,over,2.611422,2.5192862
1532,2014,-0.7119834,-0.23946737
1533,May,-3.8014705,2.3119912
1534,2019.,-2.4257634,2.7776015
1535,Decree,-4.8987074,-2.4912605
1536,49.265,-2.6457608,-0.61236095
1537,Instituting,-2.336007,1.4903543
1538,State,-6.5557437,4.1624207
1539,Policy,-1.8887538,0.87773
1540,Personal,-9.674372,1.9339268
1541,Branch,-1.8979357,-1.0497416
1542,13.709,-2.011111,0.8076705
1543,(as,-1.7616309,-1.1152881
1544,amended,-2.3406491,-1.1232601
1545,13.853,-1.7714856,-0.3888451
1546,2019),-1.2657433,0.40159705
1547,('LGPD'),-1.257676,1.2324047
1548,Pernambuco.,-1.2639525,0.05326762
1549,"49.265,",-3.286116,-2.6830618
1550,"LGPD,",-1.224152,-0.90938985
1551,"('PEPDP'),",-2.0398254,-0.5076865
1552,outlining,-0.29989967,0.13569388
1553,various,-0.6806901,-2.4100907
1554,"principles,",-1.420737,-1.1432447
1555,limitation,1.6123266,-3.2421207
1556,complying,1.3514813,-1.475699
1557,"practices,",1.6967764,-0.7234626
1558,"necessity,",-0.7352977,-1.9247772
1559,"transparency,",0.23222163,-2.855337
1560,"accountability,",0.532649,-2.6761262
1561,"non-discrimination,",-0.6973837,-1.6388386
1562,guaranteeing,1.133377,-2.2547102
1563,subjects',2.8590784,-2.0763907
1564,free,3.766793,-2.4389362
1565,definitions,-0.5445276,-0.6383173
1566,governance,2.7419405,-0.63159466
1567,regulatory,5.072439,1.6857469
1568,powers,0.19318521,-0.7532876
1569,PEPDP,-0.40038678,-0.39770707
1570,approving,-0.08627408,-0.21208182
1571,rules,4.3622746,-1.7614086
1572,Gibraltar,-1.4972184,0.7825463
1573,('GRA'),-1.7206541,0.4988278
1574,Royal,-0.94574875,1.3260523
1575,"£5,000",-1.3440043,-0.2823367
1576,unlawful,-0.76461375,1.0035919
1577,GRA,-1.4454089,-3.6091313
1578,pocketbook,0.26578525,-0.6865892
1579,entries,0.31065392,-0.114463225
1580,witness,0.20460492,0.25047088
1581,accounts,2.1951897,2.6002257
1582,subsequently,-0.1472064,-0.174714
1583,wrong,1.0066724,-1.5978514
1584,recipient.,-0.15990742,-1.119172
1585,serious,7.076367,2.1891737
1586,criminal,6.7932453,1.1381344
1587,prosecutions,0.77531135,1.1720394
1588,posit,-0.3229294,2.0211592
1589,distress,-0.22914356,1.4173088
1590,"breached,",-1.9454635,-0.26245254
1591,processing.,1.0091997,0.04441217
1592,download,-0.08862472,-0.882088
1593,United,-5.0108533,0.10583982
1594,States,-4.0201735,1.0251108
1595,District,-5.499195,-1.923308
1596,Northern,-3.2120266,-1.4659384
1597,California,-4.93653,4.11622
1598,San,-3.7989314,0.08687016
1599,Jose,-3.9260874,0.48656708
1600,Division,-4.0789027,1.1090769
1601,Court'),-4.344201,1.7995099
1602,"granted,",-4.128963,2.0527244
1603,22,-6.0879626,2.6830215
1604,Yahoo!,-1.6997886,-0.40011927
1605,class,-2.0669339,2.628016
1606,company's,1.3804582,1.2751873
1607,2016,-0.58581895,-0.13829753
1608,awarded,-2.5694742,0.010788406
1609,attorneys',-2.408669,-2.60977
1610,"fees,",-2.1264572,-2.2378833
1611,"costs,",-0.49560532,-0.5971232
1612,expenses,-1.0954508,-0.3335936
1613,awards,-0.4850536,0.4822961
1614,representatives,-1.1457111,1.4906744
1615,brought,-1.270195,1.7633278
1616,suit,-1.5725801,1.2902015
1617,behalf,-2.022721,3.9965386
1618,approved,-2.231868,-0.12698388
1619,$117.5,-1.7600733,-0.41497263
1620,size,-1.4395831,-0.6006719
1621,approximately,-1.5542393,-1.0021157
1622,195,-1.9773281,-1.2497166
1623,re,-2.2128456,-1.1628368
1624,Customer,-0.9391009,-0.44828475
1625,Sec.,-0.39648214,-0.15820648
1626,Breach,-0.5639247,-0.21501039
1627,"Litig.,",-1.5127637,-0.4725342
1628,"16-MD-02752-LHK,",-1.485911,-0.32613236
1629,Dist.,-0.58378327,0.034456525
1630,LEXIS,-0.5783482,-0.45532313
1631,129939,-0.60055333,-0.43844143
1632,(N.D.,-0.51373553,-0.4188138
1633,Cal.,-0.5402973,-0.45614344
1634,"22,",-0.9707676,-0.12055059
1635,2020).,-0.5904048,-0.11612726
1636,publication,0.31077516,-1.0950459
1637,decisions.,0.36073306,-1.0448236
1638,pseudonymise,0.2844205,-1.3074261
1639,"information,",5.998192,5.750986
1640,address,3.1719315,1.5711231
1641,"names,",3.8989751,-1.4456897
1642,online.,1.375887,-1.2481674
1643,enforced,0.24853423,-1.527978
1644,Advisory,0.09915743,-0.9687784
1645,2020-01,-0.60753816,0.33544484
1646,Protocols,-1.0389928,0.31288245
1647,Publication,-3.3293393,3.394401
1648,"Decisions,",-1.3558171,0.73620254
1649,Resolutions,-1.358863,0.60082406
1650,Orders,-0.8882633,0.23221122
1651,"Website,",-0.799859,-0.7266702
1652,limit,-0.29912525,0.49819985
1653,"cases,",-0.8121857,-1.3844719
1654,"orders,",0.4873116,0.47722232
1655,resolution,-2.5556579,1.9752932
1656,disposed,-1.1180832,-1.948773
1657,finality.,-1.094608,-1.213521
1658,Economic,-5.1023016,0.25598225
1659,Forum,-2.2447746,-0.17451319
1660,('WEF'),-2.3243392,0.03912299
1661,white,-2.0611181,1.7367364
1662,paper,-3.2051988,4.783804
1663,Paper'),-2.4697547,4.8423862
1664,human,2.1228867,3.4811687
1665,interaction.,-0.15531966,-0.17733654
1666,Paper,-0.70585227,-3.7030203
1667,focuses,0.26317716,2.8220868
1668,challenges,4.371222,0.45934767
1669,norm,1.856393,0.6407973
1670,goal,0.53967243,-0.09593115
1671,facilitating,0.23270632,0.15225685
1672,redesign,0.42306283,-0.55530083
1673,aspects,-0.46858808,-0.42677984
1674,"collection,",2.6563423,-0.0038549334
1675,"use,",0.026634702,-2.618658
1676,retention,2.0309663,1.5303832
1677,disclosure.,0.20559317,-1.8424714
1678,topics,1.4368063,-1.9922836
1679,questions,-2.44046,0.6723469
1680,ethics,1.6690818,-1.2733016
1681,dynamic,0.44602194,3.6912117
1682,proactive,-0.93924236,1.6753849
1683,policy,6.9767895,6.908653
1684,responses,-0.44044214,1.7035139
1685,positive,0.44987065,3.0193715
1686,reinforcement,-1.2727584,2.5360332
1687,unpredictable,-0.5891581,1.3729717
1688,demands,-1.0543561,-0.7507931
1689,rather,-0.8318347,-0.16211517
1690,than,4.358887,0.90833896
1691,rooted,-0.9802193,-2.878217
1692,punitive,-0.32744023,-2.755724
1693,"approaches,",3.369354,-2.0985136
1694,generally,3.7269824,-1.6729203
1695,looking,-0.18849994,-1.6544999
1696,encourage,1.8201617,0.8172363
1697,businesses,5.3628635,-4.113486
1698,norms,1.9824487,-1.2472748
1699,Michigan,-2.5813105,-0.73376036
1700,Attorney,-5.4131494,-0.46634263
1701,"('AG'),",-3.37372,0.0025426107
1702,Dana,-2.9178078,0.18861762
1703,"Nessel,",-2.920787,0.39969158
1704,MODOK,-4.205323,-0.25151893
1705,"LLC,",-2.2413485,1.5434123
1706,California-based,-2.3289459,1.2331322
1707,Voice,-2.25689,0.7296594
1708,Over,-2.207952,0.32003707
1709,('VOIP'),-1.6328546,-0.5531162
1710,voice,-0.55832994,-0.22397329
1711,"provider,",0.35000104,0.5066623
1712,exit,-0.83179235,0.25627315
1713,VoIP,-0.9908304,0.30306295
1714,telecom,-1.1878397,0.47517824
1715,begin,-1.5060339,0.36839864
1716,winding,-1.6615561,0.2742521
1717,down,-1.6504384,0.2705061
1718,conducted,0.88223255,4.630854
1719,illegal,1.0600158,-1.3214692
1720,robocalls,-2.903065,-0.75974834
1721,Social,-2.5487576,2.0264018
1722,Administration,-4.258583,3.1056066
1723,scams,-0.9318252,0.66381776
1724,auto-warranty,-0.81284195,0.36884934
1725,"scams,",-0.81636316,-0.09384703
1726,allegedly,0.20525783,-1.1614588
1727,carrying,2.5613453,-0.94766414
1728,foreign,0.830342,-0.60621524
1729,robocall,-2.479075,-2.3197234
1730,traffic,-2.2171905,-1.3824295
1731,residents,0.4350628,3.0980892
1732,Michigan.,-1.4575009,-0.04818224
1733,('KVKK'),-2.174403,1.1318599
1734,"made,",-1.1979659,1.7930055
1735,resulting,3.8850656,0.3601806
1736,ransomware,-1.1088217,1.5203589
1737,attack,-0.46047214,-0.967415
1738,Penti,-1.105848,-0.81008506
1739,Giyim,-1.5183794,-1.0811219
1740,Sanayi,-1.5918713,-0.73901945
1741,ve,-1.7180353,-0.6243251
1742,Ticaret,-2.123387,-0.68466365
1743,Anonim,-2.314195,-0.54758567
1744,Şirketi,-2.0929556,-0.29017782
1745,affiliates.,-1.4558209,0.18277411
1746,KVKK,-1.5499587,-2.9966419
1747,12(5),-0.629105,0.2481828
1748,"6698,",-0.17752826,-0.7473302
1749,"illegally,",0.31810284,-0.09015626
1750,notify,-0.92768973,-0.21077289
1751,persons,4.136328,-2.9166005
1752,KVKK.,-0.33214328,-0.7953602
1753,"affected,",-0.9376653,-0.37076616
1754,identity,2.6907845,-1.0382266
1755,"45,242",0.5798833,-0.97032446
1756,continue.,-1.2744569,-1.2966652
1757,"Turkish,",-0.86924267,-0.6512312
1758,Fair,-2.6253567,-0.3043696
1759,('OFT'),-3.2693453,0.6542461
1760,4,-10.945063,9.369019
1761,Coordinator,-1.1728168,1.9161456
1762,combating,-0.6985487,0.11247871
1763,financing,0.90921664,0.47926384
1764,terrorism,-1.7660135,-0.97681683
1765,('AML/CFT'),-2.5447254,-0.40214625
1766,Risk,-3.6912973,0.59063005
1767,NRA'),-2.4790666,0.7752287
1768,AML/CFT,-0.26614368,0.9575643
1769,Gibraltar.,-1.048013,0.104400635
1770,NRA,-0.41330057,-2.8863568
1771,identifies,-2.6773071,-1.6611696
1772,money,0.45200983,1.892877
1773,"('ML'),",-2.4524534,-1.0778993
1774,terrorist,-0.044019964,-0.96086395
1775,"('TF'),",-1.4132056,-0.74722975
1776,proliferation,-0.28921175,-0.61149484
1777,('PF'),-0.79920405,-0.8554115
1778,vulnerabilities,0.8825374,0.23258305
1779,concentrating,-1.1206994,-1.3798348
1780,sectors,-1.2987335,-0.67912495
1781,ledger,-0.58056283,-1.9780287
1782,"gambling,",-0.09918991,-2.3827472
1783,"auditing,",-0.12537688,-1.9318247
1784,estate.,0.16405408,-0.6639078
1785,OFT,-0.654562,-2.8178952
1786,urged,1.4065269,-2.543153
1787,ensuring,5.9814277,-4.0781803
1788,control,7.709345,3.732119
1789,"prevent,",3.805791,-1.4238247
1790,"detect,",0.37635642,-1.2313173
1791,necessary,9.528289,4.0370517
1792,disclosures,0.41409513,0.46655402
1793,agencies,1.6496004,4.685608
1794,occurrence,-0.013337701,0.5907472
1795,"ML,",-0.16202283,0.11153705
1796,"TF,",-0.17153206,-0.064806804
1797,PF,-0.40465784,-0.44354573
1798,suspicion,-0.5270323,-0.96521485
1799,same.,-0.08055685,1.6609484
1800,executive,-0.6315617,-0.32267493
1801,Affairs,-4.4680643,1.2506851
1802,Ministry'),-3.3674066,2.6294563
1803,Statement'),-3.1165016,7.7926173
1804,app,-0.2812277,-2.1641543
1805,('RadarCOVID'),-2.1902704,-0.9151907
1806,succesfully,-2.3845952,-1.2696389
1807,passed,-2.272065,-1.7200933
1808,trial,-0.24855857,-1.9739218
1809,"period,",1.4799716,-1.5059187
1810,meeting,-1.4694033,-2.367964
1811,objectives,0.14520608,1.3835691
1812,set.,-1.0586984,-1.7465565
1813,RadarCOVID,0.6703718,-1.9857953
1814,high,1.8544195,0.10294268
1815,technical,3.3167672,4.415125
1816,respects,0.100767516,-0.45267972
1817,users,6.5569224,-0.43602607
1818,regard.,-0.5759465,-0.61007154
1819,cannot,6.422141,1.401358
1820,located,-0.0404992,0.28504598
1821,decentral,0.14704108,0.7661429
1822,detailed,-0.42807758,0.24035364
1823,uses,4.0678997,-0.55788964
1824,end,-0.24488308,-2.583909
1825,device's,-1.1951494,-2.1248367
1826,Bluetooth,-0.859076,-1.8539773
1827,"connection,",-0.8334644,-1.6426152
1828,phones,0.014885834,-1.0220726
1829,emit,0.38036954,-0.60109013
1830,observe,0.42922986,-0.6159384
1831,identifiers,0.24980293,-1.3153106
1832,periodically.,-0.6361833,-0.5159961
1833,possible,1.8578202,3.5679953
1834,infection,3.2990193,2.57816
1835,always,0.92965794,0.4842718
1836,voluntary.,-1.1738446,-1.2103626
1837,next,-0.036108997,0.4970951
1838,autonomous,0.57465327,-0.9901195
1839,"communities,",-0.8650396,-0.53880125
1840,functional,-0.8888962,-0.029539976
1841,version,-0.5272093,-0.23806886
1842,tool,0.88443387,0.5115257
1843,ready,2.422291,-0.31052408
1844,launched,-0.38220474,4.7547016
1845,mid-August.,0.61032987,0.21150714
1846,"Statement,",-1.1461796,-0.75498146
1847,"Spanish,",-1.8819779,-1.1880306
1848,Rhineland-Palatinate,-0.94885683,-1.1878316
1849,('LfDI,-1.292055,-0.52264535
1850,Rheinland-Pfalz'),-1.0676544,-0.021495808
1851,calling,-2.2742016,4.3821216
1852,collected,6.9862404,0.9631776
1853,visiting,-0.53346664,-0.68528694
1854,"restaurants,",0.78761226,-0.42232618
1855,"hairdressers,",0.10717076,-0.77088875
1856,games,0.6605398,-0.4983848
1857,libraries,1.0004478,-0.19280829
1858,inappropriate,0.5422306,-0.03209764
1859,purposes.,-0.6246953,0.9250682
1860,LfDI,-2.4988954,-3.352739
1861,Rheinland-Pfalz,-2.5353596,-3.1350253
1862,conclusions,0.6842178,0.37010556
1863,drawn,1.0313797,-0.18819322
1864,leisure,0.4254527,-1.0681508
1865,time,4.788885,-2.536819
1866,behavior,-0.118432105,-2.3058872
1867,visitors,0.09483391,-2.654215
1868,"customers,",0.92049533,-2.4458692
1869,lists,1.0666519,-2.9220252
1870,recently,-0.97701246,-1.5822213
1871,come,-0.36198446,-2.2648616
1872,fire,-0.20160179,-1.7881052
1873,isolated,-0.29580823,-1.238972
1874,"regulations,",1.1941152,-0.8782403
1875,"bans,",0.9139141,-0.123275645
1876,special,0.70247483,2.741259
1877,"prosecution,",1.0260183,-0.6836658
1878,event,4.9462323,1.1377226
1879,offenses,0.68737775,-0.9697704
1880,condition,1.3968607,-0.99778605
1881,procedural,-0.24676721,-1.5817497
1882,"guarantees,",-0.6875543,-1.7145997
1883,judicial,-0.7943257,-1.3599874
1884,liberty,0.9593365,-0.93589514
1885,fundamental,3.9791758,-0.16159168
1886,accepted,0.4286986,-0.11490898
1887,successful,-0.094430745,0.08462964
1888,protection.,-0.4114823,-0.0651263
1889,"German,",-1.4566807,-0.63109076
1890,Supervisor,-2.0463684,0.0009169964
1891,('EDPS'),-2.0875416,0.70460343
1892,blogpost,-3.771503,3.4292457
1893,Blogpost'),-4.052042,3.9123592
1894,quantum,2.0517075,-0.58151686
1895,cryptography,-0.6726479,-1.4124385
1896,scientific,-0.7484999,-0.8514544
1897,developments.,-0.7440155,-0.5820302
1898,Blogpost,-1.7117873,-5.5047445
1899,explains,-1.3653535,-2.0900598
1900,"issues,",-0.1883618,-1.1940721
1901,computers,0.27656215,0.18616325
1902,speed,1.2807095,-0.19239792
1903,advantage,1.4044743,-1.9285787
1904,classical,-0.85912997,-1.0835106
1905,"outlines,",-1.5786737,-1.7738492
1906,implications,1.7975637,-1.6572123
1907,communications.,-0.81342167,0.2789863
1908,break,0.03584238,-1.5515922
1909,"cryptography,",0.7870833,-1.6861906
1910,undermining,0.11132682,-1.2377942
1911,core,0.29233587,0.21537276
1912,protocols.,-0.9019539,-0.7376041
1913,quantum-safe,-0.36980245,-3.230661
1914,"computers,",1.0081081,-1.1332182
1915,yet,0.011029811,-1.6247032
1916,standardised,0.1570081,-1.7443545
1917,"currently,",0.06847598,-1.8291644
1918,until,-0.41576618,2.5539837
1919,long,2.7286377,-0.40074736
1920,absolute,0.17352375,0.81220573
1921,retrospective,1.731915,-1.6112123
1922,decryption.,-0.92524254,-0.73890376
1923,Chilean,-2.5376925,-0.8900422
1924,Transparency,-2.4060857,2.4122524
1925,('CPLT'),-2.5324543,1.1640362
1926,Undersecretariat,-2.183572,0.08232428
1927,Telecommunications',-1.7395546,-0.74466443
1928,('SUBTEL'),-1.8708841,-1.5485336
1929,request,3.6612813,1.0296302
1930,telecommunications,-0.84115404,-2.7604485
1931,disclose,1.9236618,-1.6931989
1932,large,0.4390059,-1.7475674
1933,amounts,2.3539703,-1.4182342
1934,SUBTEL.,0.9986912,-0.2844908
1935,CPLT,-2.5426855,-3.6959434
1936,SUBTEL,-2.5893755,-0.62854785
1937,carry,1.1020222,0.094319284
1938,"study,",-1.3936925,-0.42767787
1939,"secondly,",-1.8925058,-1.2220871
1940,"company,",-1.1306311,1.471792
1941,after,2.1853974,2.6317403
1942,tender,-1.3201106,2.1062248
1943,minimum,3.5866866,0.66578925
1944,"internet,",1.348942,-0.07071516
1945,collecting,1.9543319,-1.408744
1946,user,7.708759,1.0305653
1947,install,-1.4740347,-1.5061915
1948,cell,-1.3710475,-0.8029669
1949,measure,1.175519,1.6579715
1950,"speed,",-0.40499997,-0.9253391
1951,deliver,-0.3871258,-0.89565676
1952,necessity,0.833809,-1.140613
1953,proportionality,-0.27252963,-0.8069003
1954,"respected,",0.6638878,-0.59954387
1955,"only,",-0.19481494,-0.35019246
1956,19.628,-1.0051856,0.32535264
1957,Private,-1.6230811,0.07273088
1958,Life,-1.5874412,-0.010945266
1959,1999,-1.3008226,-0.101264976
1960,Law').,-0.49173942,-0.031455927
1961,international,3.9110782,-0.4299236
1962,"same,",0.42432794,-1.5000024
1963,initiative,0.004514722,-2.260366
1964,discussion,-0.6119279,-1.9903414
1965,"Parliament,",-0.51620466,-1.3674117
1966,modernise,-0.6666368,-1.2667301
1967,gaps,1.7433457,-1.5553387
1968,framework.,0.117047824,-0.016721778
1969,"release,",-1.6990488,-1.9643121
1970,Hamburg,-1.5503056,-0.18650308
1971,Freedom,-2.275479,0.8993491
1972,('HmbBfDI'),-2.8947272,1.6501782
1973,legislators,-1.1302304,1.5439656
1974,HmbBfDI,-2.597513,-2.6339326
1975,massive,0.7012176,-1.2756001
1976,reserve,1.0664952,-0.6176745
1977,aid,1.9489138,-0.394041
1978,fulfillment,0.2779935,-0.150421
1979,tasks,3.437294,2.107038
1980,"authorities,",1.9773253,0.42012504
1981,often,2.7046218,1.3677447
1982,knowledge,2.1596417,0.11113507
1983,purpose.,-0.19991173,-0.13220945
1984,possibility,-1.8897486,-1.4507616
1985,own,4.1362214,1.6558789
1986,largely,0.31468135,-1.5528382
1987,unrestricted,-0.5830099,-1.3383353
1988,Criminal,-2.3457065,-0.36536315
1989,Procedure,-2.386764,-0.16089162
1990,2017,-3.9447484,-0.34554973
1991,(implementing,-1.7045611,-0.18064697
1992,GDPR),-1.0448354,-0.83860075
1993,corresponding,-0.13411695,-0.8170049
1994,insofar,1.2413766,-0.62634736
1995,determine,0.44850618,-1.2774496
1996,punish,0.57041967,-0.3269229
1997,offences,-0.3023838,-0.50479597
1998,"offences,",-0.34163833,-0.9340062
1999,proportionality.,-1.0634673,-0.8611063
2000,Dutch,-0.4612339,-1.0141402
2001,('AP'),-0.71614707,0.07744086
2002,(',-1.6912708,0.5240621
2003,Results'),-1.7066816,0.45256543
2004,smart,-1.5637879,-0.799846
2005,cities.,-1.1933771,-0.643162
2006,AP,-3.2699847,-2.7359052
2007,citizens',2.0170085,-0.008333183
2008,spaces,1.7696481,0.48002017
2009,technologies,4.073384,2.599524
2010,"sensors,",0.28900957,-1.4524293
2011,requested,1.9073819,-1.2768074
2012,Assessments,-2.6968474,-0.67624706
2013,('DPIA').,-2.172738,-0.27789924
2014,municipalities,-0.23900159,-0.49422863
2015,clearly,0.43614736,-0.48324084
2016,indicate,2.1218662,-0.68905926
2017,"processed,",2.7213259,1.2851976
2018,review,-0.3391451,1.8720261
2019,"DPIAs,",-1.6946181,0.40599424
2020,weeks,-1.7824067,0.8395469
2021,prior,4.2485375,4.5042458
2022,consultation.,-1.0094477,0.5131188
2023,expects,-0.6940125,0.4083793
2024,complete,-0.71883166,0.4558902
2025,"summer,",-0.8373842,-0.48334908
2026,later,-0.8975143,-0.5487303
2027,expected,-0.6950948,-0.5373337
2028,Results,-0.30254492,-0.34188682
2029,Dutch.,-0.5698835,-0.6229232
2030,Commissioner'),-4.696583,3.6113398
2031,answering,-1.397007,1.5660757
2032,spread,-0.16602194,-0.7224844
2033,referred,-3.9263582,2.1620142
2034,thermal,-0.35268354,0.10804352
2035,cameras,-0.61522776,-0.262301
2036,allowed,3.9601316,-0.25463492
2037,pursuant,1.5739594,-2.0510287
2038,"('GDPR'),",0.9376253,-2.1222048
2039,minimisation,2.8672574,-2.8739603
2040,fulfilled.,0.8344076,-1.4212673
2041,employers,-1.7537473,-1.3929574
2042,conducting,-1.120606,2.052988
2043,diagnostic,-2.940559,-1.3360088
2044,"tests,",-2.757816,-1.1976844
2045,absence,-2.48109,-1.766748
2046,decrees,-2.0814068,-1.57904
2047,circumstances,2.0126734,-0.48068625
2048,tests,1.2912099,-2.330456
2049,"out,",2.1337714,-2.8534737
2050,employer,0.737312,-2.4379568
2051,oblige,1.1216117,-1.6354722
2052,give,0.68713516,-0.26474905
2053,"purpose,",0.32747504,-0.8841984
2054,employment,0.27851182,-1.0950595
2055,expression,-1.1762398,-1.9750164
2056,will.,-0.855375,-1.2882683
2057,Inspectorate,-2.896469,-0.8625542
2058,('VDAI'),-2.9032812,0.65514
2059,consultation,-4.0176497,7.5434284
2060,Description'),-0.6409377,1.2417246
2061,submitting,-0.2557742,2.8843598
2062,requests,6.025463,5.900925
2063,controllers,4.704636,-0.8175154
2064,Binding,-1.6892549,1.5314534
2065,Corporate,-2.0783024,1.108733
2066,Rules,-2.2548747,0.6989409
2067,('BCR').,-2.4493055,-0.41327256
2068,Description,-1.1767843,-3.025447
2069,applies,0.90421665,-2.3572972
2070,countries,0.457632,-2.1277664
2071,Articles,0.9295475,-2.2614908
2072,46(2)(b),-0.7663925,-1.1005174
2073,47,-0.90238446,-1.1503046
2074,processors,2.344819,-0.44895673
2075,do,7.9420123,2.0628912
2076,belong,0.19500585,0.13561362
2077,BCR,-0.7146476,1.6499413
2078,approval.,-1.0625546,0.19448796
2079,"covers,",-1.1288104,-1.6929862
2080,obligations,1.1217289,-1.3940096
2081,VDAI.,-0.2437059,-0.0028504555
2082,p.,0.38312638,-0.5089638
2083,[email,-1.3351437,0.8750465
2084,protected],-1.8958619,1.0537647
2085,18,-0.08088505,0.97240156
2086,Lithuanian.,-0.5291019,-0.58744246
2087,New,-4.5714703,-0.40317318
2088,Zealand,-4.2134175,1.1143472
2089,('OPCNZ'),-5.820895,2.576724
2090,blog,-2.7690535,4.0482035
2091,post,-2.7205622,3.644491
2092,light,0.2540125,-3.5080945
2093,OPCNZ,-3.0022483,-6.4826202
2094,Case,-1.1419505,-1.8823721
2095,directly,1.3843772,-1.3132861
2096,affect,1.0364909,-2.324537
2097,existing,3.5482192,0.95443344
2098,adequacy,-0.16361694,0.8212381
2099,since,-1.1513313,-1.5517197
2100,2012.,-0.48902565,-0.9557348
2101,"However,",-0.42293277,-2.309077
2102,influence,-1.1407537,-0.6814292
2103,likely,0.9319645,-0.6246608
2104,flows.,-0.23038615,0.6733222
2105,consideration,-1.5204828,0.1267881
2106,developing,1.3918766,-0.1531234
2107,clauses,-0.7026002,-0.6770277
2108,limits,-0.7202218,-0.62480557
2109,12.,0.03197511,-1.1424091
2110,"Congresswoman,",-3.842561,0.08048164
2111,Anna,-3.4106545,0.85622424
2112,"Eshoo,",-3.3981922,1.4507923
2113,Members,-3.6600857,1.5791292
2114,"legislators,",-2.4123766,1.0214076
2115,Letter'),-6.7758913,6.2551317
2116,Motor,-2.9911594,0.51443976
2117,Vehicles,-2.8166,0.06622587
2118,('DMV'),-2.5572627,-0.54884595
2119,expresses,-2.3551126,-2.470792
2120,concern,-2.2105277,-3.3504503
2121,"about,",-2.7009041,-2.4736319
2122,DMV's,1.5925131,-0.71352273
2123,enable,4.5219364,-1.2444222
2124,invasive,0.68007517,-1.3028592
2125,biometric,4.8654184,3.730998
2126,"policing,",0.4692242,-1.1394807
2127,reports,3.1164844,0.46468404
2128,sale,1.9902816,0.69631034
2129,"knowledge,",-0.18159293,-0.7170127
2130,opt-out.,-0.5218334,-0.21116352
2131,DMV,-0.41283745,-3.061816
2132,types,-0.481915,-0.5412841
2133,drivers',2.1820192,1.0668209
2134,past,1.0505656,-1.3778808
2135,three,5.4470587,2.7274456
2136,"years,",1.8567524,-0.6835103
2137,whether,6.959888,-2.1553533
2138,sold,3.7125554,-0.8311603
2139,otherwise,0.09866476,-0.026955742
2140,"agencies,",3.1981764,1.1405885
2141,"investigators,",1.1497918,-0.13176875
2142,"brokers,",0.4717861,-0.3973895
2143,agencies.,-0.95016605,-0.2993506
2144,asks,-1.3514805,-2.150197
2145,photos,0.14129026,0.40785798
2146,"federal,",0.07733787,0.5628757
2147,"state,",-0.17476346,0.32543042
2148,database,1.7375066,3.0388844
2149,"photos,",0.8743386,-0.2644459
2150,fields,0.6138853,-2.649803
2151,"parties,",0.5984727,-0.26209944
2152,honour,-0.40908518,-1.6702341
2153,questions.,-1.13739,-0.6058198
2154,('FSC'),-1.2818608,-0.76487267
2155,Supervisory,-3.5162685,-0.60738003
2156,('FSS'),-3.0217927,1.0595356
2157,"jointly,",-3.0522478,1.2271205
2158,pseudonymisation,-1.2318854,1.7633286
2159,anonymisation,-0.9213187,1.6965746
2160,period.,-1.6439781,0.50034046
2161,FSC,-1.9976711,-2.8528774
2162,revisions,-2.607991,-2.649812
2163,Credit,-3.748483,3.7319536
2164,Use,-2.5182495,1.8076998
2165,Act.,-1.3633975,0.016695032
2166,statements,-0.5623164,-1.5312779
