,words,x,y
3132,959,-3.3698132,-1.3408922
3133,"Measure'),",-2.4103434,0.16092713
3134,"proposing,",-2.580357,0.5783717
3135,effect,-0.14978202,-0.45019463
3136,originally,-1.0684564,0.2497423
3137,provided.,-0.78315127,0.105561204
3138,pending,-1.1804053,-0.61209416
3139,Brazil.,-0.610059,-0.45352727
3140,Ukrainian,-1.8187613,-0.62355304
3141,Parliamentary,-2.0714726,-0.70157045
3142,clarifying,-0.14297545,0.5591268
3143,lawyer's,-0.38084763,1.0649378
3144,client.,-0.092853464,-0.87931377
3145,"health,",0.21036394,-0.30294797
3146,2297-VI,-0.6728037,-0.35162127
3147,amended).,0.28168607,-0.16564618
3148,lawyer,0.1607319,-0.907045
3149,emphasising,1.0135826,0.28359482
3150,onus,0.51552516,1.2122556
3151,"lawyer,",0.30013064,-1.3750458
3152,access.,0.051414706,-0.34627733
3153,('NCSC'),-1.5492567,0.09146667
3154,Guidance').,-3.3946488,-0.20864269
3155,seven,-0.76878434,3.240045
3156,purchasing,3.5980244,2.6635282
3157,"insurance,",1.5091321,-0.53868437
3158,"place,",1.2463617,2.9928358
3159,might,3.5736303,-0.48279342
3160,impacts,-0.30003566,0.77353144
3161,incident.,-0.24118312,0.52684367
3162,Intelligence,-2.198343,-0.8676912
3163,Unit,-2.009627,-0.53535044
3164,('FIU'),-2.3305075,-0.7626639
3165,annual,-3.6980124,1.1459879
3166,Annual,-1.0449076,3.2065375
3167,"addresses,",2.38135,-0.82398957
3168,digitalisation,1.9877772,1.6377357
3169,analytic,-0.8772396,-0.29690933
3170,plans,0.14398238,-0.87151587
3171,('ML'),-2.2924166,0.22857957
3172,schemes.,-0.9665082,0.1024024
3173,created,1.4877133,0.22765608
3174,FIU,1.5445721,2.5701787
3175,"specialist,",0.685118,0.10217631
3176,implemented,3.9685287,3.01793
3177,strategic,0.35078666,2.9177494
3178,analyses,-0.2574171,1.2099087
3179,ML,-0.6915854,-0.32086557
3180,virtual,-1.2075957,-0.34479073
3181,"currencies,",-1.3576708,-0.3622553
3182,professional,-0.5857159,-0.49715492
3183,priorities,0.49792123,1.6611916
3184,detection,2.7240436,2.3112867
3185,large-scale,1.9448341,0.21605352
3186,"schemes,",-0.12394668,0.15574534
3187,freezing,0.30737364,-0.5856909
3188,"proceeds,",-0.9829442,0.22702433
3189,drafting,0.24494606,-0.6023359
3190,materials,-1.1264621,0.63878137
3191,pre-trial,-1.4572091,1.0181829
3192,investigation.,-1.3812932,0.89199215
3193,Singapore's,-1.6871548,1.063146
3194,Minister,-3.892289,0.6003488
3195,"Industry,",-2.7177825,0.13338064
3196,Chan,-2.907541,-0.093619
3197,Chun,-3.075044,-0.5295768
3198,"Sing,",-2.9877262,-0.5962237
3199,"Trade,",-3.1652439,0.08467559
3200,Tourism,-2.8937786,0.42913175
3201,"Investment,",-2.7792022,0.85684305
3202,Simon,-2.6451359,0.89757025
3203,"Birmingham,",-2.6072094,1.145334
3204,signed,-2.8163853,2.024394
3205,Singapore-Australia,-2.6825829,1.2019985
3206,Agreement,-2.3692136,0.518556
3207,('SADEA').,-1.9386673,-0.17018169
3208,SADEA,-0.06623056,1.8619032
3209,trusted,0.5422067,-0.22829421
3210,avoiding,0.73892516,-0.63470227
3211,"localisation,",0.44610023,-0.58951265
3212,businesses',-0.35367975,-0.17982176
3213,proprietary,-0.50802493,-0.13289589
3214,Sing,-1.0723852,1.1037729
3215,'the,-2.066307,-0.16048487
3216,easier,-0.39204437,0.017002858
3217,more,1.976292,0.94849724
3218,cost-effective,-0.3204813,0.21978128
3219,engage,-0.6430136,-0.30499107
3220,Australia.,-0.30063745,-0.375926
3221,forces,-0.5747292,0.53931403
3222,ways,0.38233593,1.003708
3223,reach,0.4380135,0.050054926
3224,adapt,0.60228723,-0.80665284
3225,doing,1.9020759,-0.86648464
3226,"business,",2.299393,0.22376661
3227,agreements,-0.8902846,0.09079197
3228,our,0.5112423,1.4610296
3229,economy,0.01930576,-1.2782639
3230,tap,-0.4381336,-0.6582541
3231,create,0.5584846,-0.08252846
3232,services.',-0.8382549,-0.6884575
3233,proceedings,-2.1009429,0.8037295
3234,"PS/00009/2020,",-2.3543527,1.089694
3235,Vodafone,-1.8023348,2.8048344
3236,"España,",-2.576728,0.08876793
3237,SAU,-1.4931753,-0.5588288
3238,"€60,000",-1.3379642,-0.318377
3239,claimant,-0.824739,2.9109824
3240,message,-0.99684227,2.207403
3241,España,-0.8153307,2.2229416
3242,thanking,-0.899355,0.9474424
3243,purchase,1.2658778,0.18294364
3244,customer.,-0.026063485,0.5282219
3245,"Futhermore,",-0.9628728,0.4763641
3246,claimants,0.5323998,-0.2511746
3247,banking,3.5789473,0.6521306
3248,obtain,4.840551,-2.0670197
3249,prepaid,2.3959808,-0.44149232
3250,Lycamobile,-0.16557631,0.2970115
3251,cards.,-0.63023597,0.37422082
3252,voluntary,1.9321816,-0.72351307
3253,"payment,",-0.3920082,1.3030273
3254,"€48,000.",-0.036015965,0.7314013
3255,in-depth,-0.03161533,2.529977
3256,Google,7.0538635,3.607712
3257,LLC's,-1.4383732,1.7738742
3258,acquisition,0.9762642,2.2557373
3259,Fitbit,-0.32737324,-0.7433827
3260,transaction,0.64153177,2.1713998
3261,Google's,4.746691,0.43158054
3262,market,2.570249,0.41249368
3263,position,1.8484443,-0.90629894
3264,markets,0.19808716,-0.46415526
3265,increasing,1.8249016,-2.1765661
3266,personalisation,-0.2241708,-0.06052762
3267,ads,0.6219832,-0.046758045
3268,displays.,-0.7008287,0.055129044
3269,afforded,0.35579303,1.548892
3270,barriers,1.9424192,2.3499923
3271,expansion,2.146971,-1.4292947
3272,competitors,0.32581314,-0.12986253
3273,market.,-0.27761054,0.32867256
3274,90,-0.7553731,1.8643774
3275,decision.,0.111144446,0.7305775
3276,('INAI'),-2.265018,-0.28652334
3277,25,-4.2965746,0.16104577
3278,creation,0.044927727,-1.5025127
3279,Working,-3.5612233,-2.6006489
3280,Group,-5.436023,-0.4043712
3281,Intersecretary,-3.0709493,-1.524929
3282,"Group'),",-3.3197594,-1.8239923
3283,convened,-3.0055764,-2.0159006
3284,Economy.,-1.0686868,-1.6887474
3285,follow,-1.162351,0.3329649
3286,commitments,-1.1271496,0.12769586
3287,19,-0.39699233,-0.9870531
3288,Mexico,-1.0533311,-0.23466197
3289,Canada,-2.1937687,0.7420493
3290,INAI,-0.97386706,1.0264547
3291,factor,0.67742014,-0.223185
3292,commerce.,-0.07414481,0.13663763
3293,competitiveness,-1.9472567,0.7116412
3294,boost,-1.3355248,0.37701395
3295,Ombudsman'),-3.672756,-1.8148264
3296,05,-2.7515738,-0.45817015
3297,Sanctions,-5.012238,0.5515867
3298,"Chamber'),",-3.3930712,-0.2114814
3299,Independent,-2.038628,2.1937764
3300,Consulting,-3.3417265,2.9298534
3301,(Acc,-2.6276045,1.3644614
3302,Varsinais-Suomi),-2.020435,0.5969969
3303,"€7,000",-1.5674316,0.3258332
3304,electronic,8.56362,2.177936
3305,messages,0.8569527,0.088768944
3306,non-compliance,0.19180644,-1.800523
3307,rights.,0.60509366,-0.5970329
3308,non-exercise,1.2107512,-1.500763
3309,rely,0.37314776,0.5871781
3310,defence,0.33615234,1.373083
3311,"(917/2014),",-1.1516505,0.57651865
3312,"considering,",0.20421946,-0.07965884
3313,recipient's,-1.5277671,-0.1475614
3314,job.,-1.2980095,0.19721846
3315,responded,1.4290394,2.911725
3316,month,-1.9338851,-0.8326638
3317,receipt,-1.5498773,-0.08807708
3318,request.,0.60535866,0.47360235
3319,appear,-0.41259316,1.4769305
3320,organised,3.9501762,0.1187111
3321,demonstrate,4.3311777,3.273841
3322,lawfully.,0.28778315,1.2477736
3323,obliges,-1.6181272,-0.7175694
3324,rectify,-0.6347322,-0.28378007
3325,conduct,4.883804,-2.7584062
3326,subject's,2.354876,-2.7826602
3327,Internal,-2.757258,-1.4726301
3328,('DIA'),-1.71071,-0.66422635
3329,Identity,-3.23021,-1.9573318
3330,Framework,-1.266925,0.6599948
3331,Framework'),-2.5503771,-0.49084997
3332,DIA,-1.2759228,1.8107858
3333,tested,0.94969743,-0.9938644
3334,drafted.,-0.17548996,0.46593654
3335,accredited,0.7455402,1.1031048
3336,"rules,",1.2900732,1.2547389
3337,"privacy-enhancing,",0.42481112,-0.5755602
3338,interoperable,0.18734118,-0.76427823
3339,approaches,-0.07525033,-0.018917156
3340,scheduled,-0.60362566,0.10334296
3341,introduced,2.3510551,2.5029607
3342,2021.,0.59800804,0.13308811
3343,impose,0.28387162,3.846514
3344,"€250,000",-2.2062278,0.56812835
3345,Spartoo,-0.68412405,4.355187
3346,SAS,-2.1485963,-0.504546
3347,multiple,-1.4430044,-2.5529418
3348,breached,-2.3964734,0.7022932
3349,5(1)(c),0.6250886,-1.1788851
3350,"GDPR,",3.3177495,-3.6922004
3351,retained,1.341983,-1.2986547
3352,5(1)(e),-0.5436183,-2.4183
3353,abide,-1.0579906,-0.88284993
3354,32,-0.9329233,-2.9620874
3355,fraud,1.5592784,0.05257722
3356,"prevention,",1.8069497,0.63372785
3357,"details,",-0.0898804,-2.9344532
3358,cards,0.2589799,-0.26100823
3359,minimisation.,0.5290248,-0.43536383
3360,prospect,0.31182966,0.06043691
3361,erase,-0.26091418,-0.22184798
3362,archive,-0.25159097,-0.11886196
3363,"retaining,",-0.29944897,1.2529601
3364,five,3.006824,3.0741446
3365,names,6.934045,1.7197574
3366,non-anonymised,0.3732524,-0.076738
3367,re-use,-0.03699539,-1.0283846
3368,contradicted,-0.22775038,-1.1815245
3369,misinformed,0.8429994,0.052890632
3370,bases,1.6026446,0.27250162
3371,recipients,-0.04860411,-0.9929192
3372,"rights,",4.9147916,-2.744858
3373,GPDR.,-1.2010723,-1.057427
3374,"CNIL,",-1.5142874,0.9857607
3375,prospects,-0.93460023,0.046826858
3376,imposed,-0.0012018756,3.9415376
3377,asked,0.15637587,1.3662083
3378,conformity,-0.28727186,0.35617012
3379,notification,2.269368,-3.3793356
3380,Decision.,-0.9862031,-1.6460037
3381,Walgreens,-1.180597,1.0511566
3382,Co.,-2.5249836,0.4895141
3383,"72,143",0.32260585,-0.46608928
3384,victims.,-0.44907352,0.021211727
3385,Notification,-2.5540242,0.99738085
3386,"General,",-3.4225311,-0.45443135
3387,error,-0.37366515,3.8254893
3388,feature.,-0.39164814,0.1310948
3389,An,-1.3034533,0.8887438
3390,viewable,0.20340355,-0.028780766
3391,app.,-0.07531332,-0.028957594
3392,viewed,-0.22716291,1.3743588
3393,prescription,-0.23226404,0.11031894
3394,drug,0.7058054,-1.4153807
3395,number.,0.3304561,0.26339948
3396,undertaking,-0.26136866,1.874693
3397,distribution,-0.7181867,0.19269298
3398,"Health,",-1.0423548,-0.100152664
3399,recent,-2.6886904,-1.682014
3400,publicly,0.989446,2.9232106
3401,early,-1.0669532,0.043328404
3402,(‘GDPR’).,-0.406539,0.49809194
3403,"investigations,",0.29969233,2.0751343
3404,133,-1.0695021,1.4929712
3405,"complaints,",-1.832885,1.9522027
3406,94,-1.3367145,1.7581868
3407,"resolved,",-0.58630437,2.241814
3408,misdemeanour,-1.014806,0.844011
3409,"warrants,",-0.9214166,0.84667814
3410,inspections.,-0.28766164,0.4363643
3411,matters,-0.01328407,0.005643856
3412,video,-0.93214756,0.9914225
3413,"surveillance,",1.7862196,1.3440756
3414,"marketing,",0.30002484,-0.09418428
3415,"transfers,",3.0464053,-1.2203747
3416,837,-0.14453857,0.8495176
3417,"register,",0.45182404,1.3846105
3418,basic,1.8372625,0.94503206
3419,"activities,",2.5765042,-1.2937214
3420,4438,0.381356,-0.13791165
3421,collections,0.07920606,-0.0916666
3422,entered.,0.038857073,0.24344991
3423,('PIPC'),-1.8775643,-0.51954913
3424,"inaugurated,",-1.2432216,0.6718051
3425,"chairperson,",-2.2184215,0.91297793
3426,Yoon,-3.0352232,1.8075883
3427,"Jong-in,",-2.0710096,1.1268941
3428,"(collectively,",-2.139597,-0.33677003
3429,2011,-4.255646,-1.7999083
3430,"('PIPA'),",-3.4983683,-1.0292381
3431,Promotion,-2.569484,-0.5971727
3432,Utilization,-1.7392033,-1.7638239
3433,2001,-1.6182101,-2.376428
3434,"('ICNA'),",-0.605956,-2.576178
3435,2008,-4.1001606,-0.5434213
3436,Act').,-3.9458663,0.07920071
3437,Jong-in,-1.669884,1.633699
3438,expressed,-1.2183571,1.861152
3439,speech,-0.33412388,2.1906245
3440,PIPC,-1.1472013,4.9125767
3441,"values,",-0.48026004,-0.33039126
3442,"innovation,",-0.17491338,-0.6634734
3443,"professionalism,",0.0062374407,-1.0089158
3444,appointed,-0.8103487,1.9739423
3445,non-executives,-0.8546431,1.6779523
3446,committee,-0.57879,0.8906058
3447,integrated,1.3358519,0.55653185
3448,supervision,0.40821606,2.3220856
3449,('OPC'),-1.1674144,0.19632268
3450,Findings'),-0.30514073,0.13264044
3451,TD,2.0317585,2.5187316
3452,Trusts',-2.3739963,0.39898634
3453,outsource,-2.8894382,1.2249584
3454,claims,0.6212811,1.2437646
3455,provider.,1.9771385,0.85475487
3456,Findings,-2.2590353,4.933854
3457,TD's,-1.4054022,1.3834014
3458,provider,2.8104708,2.4649484
3459,India,-0.8602742,-2.1133714
3460,jurisdiction.,-0.077587515,0.37059814
3461,choice,1.674304,-1.5055256
3462,sufficiently,0.45344415,2.2387207
3463,"transfer,",2.9377856,-0.44826803
3464,pertaining,0.8544461,-0.5282353
3465,accountable,1.4039054,-0.23841041
3466,ensured,0.73153365,-1.1274388
3467,comparable,0.0215483,-0.88057035
3468,conclude,-0.552661,1.8301823
3469,well-founded,0.387755,2.1369538
3470,met,0.6490313,3.17567
3471,Canada's,-0.08497415,0.22780055
3472,Nations,-1.2592369,-0.9062004
3473,Rapporteur,-3.8086948,1.0334536
3474,Right,-2.7414343,0.11651606
3475,contributions,-1.2951648,-0.28959247
3476,examining,0.49799952,1.3024181
3477,children,2.2368736,-0.85105973
3478,interacts,0.6146663,-0.016144453
3479,actors,-0.1344943,-1.0329074
3480,child,-0.5555071,-1.2914016
3481,develops,-0.56718355,-1.1343517
3482,autonomy.,-1.3285602,-0.8157494
3483,submissions,-2.9057853,0.6560449
3484,relate,-0.9566452,0.85324305
3485,autonomy,1.1193042,-0.701964
3486,"areas,",0.4173158,0.3287629
3487,offline,0.20166473,0.300555
3488,"social,",0.20255525,0.17884907
3489,"recreational,",0.29946682,0.035172157
3490,"educational,",0.05986003,-0.046638235
3491,"justice,",-0.17771725,-0.117321156
3492,"spheres,",-1.0705138,-0.58541274
3493,strengths,-0.46959355,-0.6828584
3494,'age-based',0.40725377,-0.87325346
3495,'age-verification',0.6208337,-0.7364925
3496,governmental,0.9799244,-0.8562071
3497,"structures,",0.17428976,-0.5760032
3498,"arrangements,",0.10720134,-0.16361403
3499,child.,-0.24940701,0.18567042
3500,Contributions,-0.11616122,0.25886795
3501,Communication,-1.116149,-1.7058305
3502,('Kominfo'),-1.7555704,-0.19474548
3503,platform,0.2443749,0.31312114
3504,KreditPlus,1.9078579,1.2344346
3505,leaks.,0.06739556,0.55475676
3506,Kominfo,-1.219767,1.83012
3507,Governmental,-1.2650383,-0.7491934
3508,71,-0.24941982,-2.8867717
3509,Implementation,-1.7988809,-2.0635896
3510,Systems,-2.0934892,-4.3060956
3511,"Transactions,",-0.6304468,-0.93429524
3512,respective,0.29186785,-1.3359681
3513,"accounts,",0.22391456,-1.22893
3514,advised,1.4314735,-0.9580876
3515,routinely,-0.7871947,0.2822957
3516,passwords.,-0.6209044,0.26829767
3517,('EPIC'),-1.4969016,0.17969584
3518,Chairman,-1.188507,-0.33298638
3519,Roger,-1.5899864,-0.6829238
3520,Wicker,-1.8912235,-0.79528826
3521,Ranking,-1.945788,-1.1832274
3522,Member,-2.1236563,-2.1375573
3523,Maria,-2.2617977,-1.6447386
3524,"Cantwell,",-2.3064914,-1.7387011
3525,ahead,-2.631286,-1.6772759
3526,Committee's,-3.4179425,-1.064124
3527,oversight,-2.139351,-0.9306986
3528,hearing,-4.5718327,-1.085979
3529,FTC,-0.59787285,5.576302
3530,function,0.9699818,3.9975343
3531,agency,4.3227453,4.1490054
3532,establish,5.416683,2.0016115
3533,independent,2.3929281,-2.1892796
3534,"agency,",-0.014134013,-0.5981474
3535,scheduling,-2.9720082,-0.90713984
3536,Bill,-2.3330598,3.1351187
3537,3300,-2.5051386,0.06985522
3538,agency.,-1.0436419,0.34019423
3539,FTC's,0.92382014,1.3473905
3540,mergers,-0.11170979,0.7504716
3541,threaten,-0.64950603,0.48226702
3542,enforce,1.3757075,1.7359354
3543,lacking,-0.4184469,-0.96730185
3544,expertise,-0.7989562,-1.0383117
3545,FTC.,-0.5272484,-0.69472003
3546,Senator,-3.099166,0.9299917
3547,Jeff,-1.7701198,0.65614206
3548,Merkley,-1.548699,0.56197166
3549,Bernie,-1.061482,0.9744764
3550,"Sanders,",-0.86300415,0.87646693
3551,bill,-2.670005,-0.79538125
3552,Biometric,-1.0391206,-0.27738172
3553,Bill').,-0.92497075,-0.14924055
3554,schedule,-0.61357665,-1.9123425
3555,limitations,-0.024895769,-0.336369
3556,"purchase,",0.664727,-0.1586292
3557,customer's,1.7429551,-0.8302688
3558,obtaining,0.30674082,-0.23694056
3559,opt-in,-0.1594687,-0.2244275
3560,mandates,-1.1550475,1.5877185
3561,safeguards,3.547544,0.2926096
3562,possession,2.651702,-1.7198708
3563,know,0.39010045,-0.8454836
3564,aggrieved,-0.46238533,1.06432
3565,"court,",-0.15519737,0.38817027
3566,addition,1.3578734,0.52955544
3567,Attorney's,0.11382478,0.16801965
3568,states.,-1.0684073,-0.067831196
3569,('BCRs').,-1.585222,-0.17720538
3570,falls,-0.1514109,-0.4813477
3571,"authority,",-0.5077425,-1.2649922
3572,managing,3.2427256,-1.6351271
3573,"BCRs,",0.87062716,0.3761647
3574,mandatory,3.2439485,3.6912515
3575,making,4.498513,-2.842237
3576,"request,",0.8167365,-1.4241116
3577,organisation.,0.6237483,-1.7822251
3578,"recipients,",-0.2685355,1.3910406
3579,"sub-processors,",0.9963302,0.625652
3580,years,0.99126345,1.5483954
3581,PrivatBo,0.59015083,5.1582627
3582,AmbA,-1.2677978,1.8919543
3583,DKK,-1.795575,2.0387719
3584,"150,000",-1.5428101,1.691499
3585,"€20,100)",0.16856767,0.22772922
3586,reported,1.4395903,1.6614608
3587,tenants',0.8472757,1.9630655
3588,organisational,1.6387122,0.34056678
3589,"PrivatBo,",-0.5809059,1.5522637
3590,assisted,0.31412998,0.8552912
3591,housing,0.05356188,0.17410691
3592,fund,1.2363825,-0.8536375
3593,"properties,",-0.624183,0.9983773
3594,material,-0.870756,1.97069
3595,properties,-0.9529361,1.909053
3596,"question,",-0.6362541,1.1251103
3597,occupants,-0.3468912,0.5971294
3598,424,-1.4469254,0.27744177
3599,USB,-1.5446405,0.21767856
3600,keys.,-1.9676414,0.32837504
3601,leases,0.65251005,1.2002853
3602,handed,0.6518443,1.5651578
3603,attached,0.10900793,0.96924305
3604,nature,2.870991,0.0028973152
3605,disclosed.,-0.49581715,1.2250797
3606,chose,-1.0528961,2.0721328
3607,unintentional,0.15222935,0.37079683
3608,handing,-0.06315994,0.029107286
3609,criticism,-1.8058734,0.24542165
3610,"subsequently,",-0.92914444,0.037385955
3611,offer,1.4089872,-0.14594157
3612,unintentionally,0.1515421,-0.72324073
3613,outstanding,1.2141688,-0.4738108
3614,deposits,1.3799676,-0.2962111
3615,"rent,",1.307701,-0.38527495
3616,disbursements,0.86193216,0.11256842
3617,"deposits,",0.7060996,0.2801925
3618,property,0.32096663,0.6139976
3619,occurred,0.26523155,1.4052709
3620,hired,-0.10638713,2.2862334
3621,external,0.6907911,1.9516265
3622,auditing,2.0403917,1.0229257
3623,('AIP'),-0.45340434,-0.08341259
3624,"pandemic,",1.0108628,-0.435589
3625,emphasis,1.0191953,0.6838621
3626,controllers.,0.90669894,0.84714055
3627,proposals,-0.45964065,0.08415052
3628,publicising,0.05225019,-0.18008526
3629,people,1.9596608,-1.681309
3630,infected,1.7030919,0.30962595
3631,"Coronavirus,",2.9308918,-1.2275051
3632,AIP,0.5482026,1.105153
3633,06,-1.6352388,-1.4968294
3634,/L-082,-0.029169235,0.016150568
3635,share,1.2175417,0.31071502
3636,"infected,",2.538245,-1.5670636
3637,suspected,1.1785058,-0.78052574
3638,contradicts,-0.5945308,0.41311905
3639,Ukraine,-1.7507677,-0.77185637
3640,('NBU'),-1.5104659,-0.38121587
3641,applied,-0.6323594,1.8944333
3642,sanctions,0.013429603,3.2855036
3643,six,2.441146,4.2106767
3644,non-financial,-1.0481253,-1.0149025
3645,institution,-1.0980387,-1.1097004
3646,inspections,0.5044835,-1.6144507
3647,counter-terrorism,-0.9772425,-0.4939428
3648,"('AML/CFT'),",-0.9771285,-0.022215763
3649,weapons,-1.0702281,-0.87459344
3650,mass,-1.3660758,-0.86002123
3651,destruction.,-1.3576368,-0.992734
3652,NBU,-0.6350612,1.0770236
3653,sanction,-0.19953139,1.1522279
3654,warnings,0.17594877,0.70400786
3655,UAH,-0.41564408,0.32264274
3656,"€152,",-0.410741,0.21436307
3657,200),-0.37814555,0.21427193
3658,properly,0.55767363,0.4225922
3659,transactions,2.8452713,-1.3690785
3660,improper,1.6269534,-0.70937616
3661,"systems,",2.7265081,0.2653676
3662,activities.,-0.2280645,0.18908487
3663,mutual,-1.9482365,-0.73519284
3664,Patient,-1.6356653,-1.227475
3665,('PRO').,-1.1797652,-0.8564317
3666,"aims,",-1.170806,1.1950338
3667,areas,2.972867,-1.4893436
3668,better,2.0639799,-0.19067426
3669,building,1.0472167,-0.4186613
3670,supervised,0.29722968,0.8308079
3671,None,-2.637189,-3.2012482
3672,business–European,-2.70027,-3.3252845
3673,('NOYB'),-2.9207506,-1.4550867
3674,Complaint'),-1.580422,0.44481882
3675,Austrian,-1.8876116,-0.28533384
3676,('DSB'),-0.9291121,-0.091168106
3677,rating,-0.5145542,3.4436169
3678,CRIF,3.7832785,3.658974
3679,"GmbH,",-0.20027879,1.866049
3680,"states,",-0.25897196,-0.323022
3681,"correctness,",-0.67928654,-1.4068547
3682,transparency,3.3504188,-2.9669151
3683,negative,0.42383128,-0.202268
3684,applicant,-0.2768129,3.9395292
3685,electricity,-0.5186933,1.4748911
3686,contract.,-1.1882992,0.9768933
3687,NOYB,-1.1212876,4.8089304
3688,rejected,-0.8025541,3.2798707
3689,energy,1.5015912,1.459991
3690,check,0.14438473,0.8411651
3691,CRIF.,0.57305586,0.5537896
3692,yellow,-1.2668074,2.1021101
3693,scoring,-0.9217881,1.4598771
3694,446,-0.36511484,1.0153044
3695,applicant's,0.18210734,-0.028644094
3696,"stored,",0.83020496,0.35622823
3697,him.,0.8180123,-0.13134345
3698,rejection,-0.49545175,-0.16090937
3699,incomplete,1.4290051,1.5930313
3700,correctness,0.47015533,-0.66310304
3701,5(1)(d),-0.20304,-0.2674647
3702,(potentially,0.94818115,0.7265557
3703,invented),1.2555912,0.92015445
3704,incorrect,0.9517369,1.8774893
3705,5(1)(a),-0.79268545,-0.2380073
3706,Complaint,-0.67409736,1.2400299
3707,mission,-0.45720163,1.3507476
3708,examine,1.7486302,3.1620243
3709,Europe,2.8962448,6.517861
3710,cases.,-1.0383778,0.3431605
3711,Payments,-1.4132572,-0.5090228
3712,('NPCI'),-1.0785809,-0.22482707
3713,NPCI,-0.75792,2.1870582
3714,invests,0.019718228,0.7660806
3715,"people,",0.62843573,0.15494765
3716,"process,",0.6842044,0.14628758
3717,safeguard,3.4333808,-2.2946951
3718,"infrastructure,",2.5991232,2.154696
3719,generated,1.4541456,0.833953
3720,identities,0.04640644,0.027920073
3721,safe,1.8607019,-0.5430671
3722,secured,0.8505431,-0.5665077
3723,deploying,-0.6293238,-0.4584673
3724,state-of-the-art,-1.1497442,-0.7506116
3725,monitoring.,-0.7317729,-0.94823915
3726,"coding,",0.15589428,0.019155977
3727,"audits,",0.4586465,-0.032686867
3728,continuous,1.7845502,-0.473961
3729,vulnerability,0.4162096,-0.080839895
3730,penetration,0.05069866,0.091768
3731,"testing,",1.034547,-0.03270279
3732,surprise,-0.47434407,0.2014032
3733,cubersecurity,-0.65328777,0.34465075
3734,drills.,-0.8139996,0.33053502
3735,adopted,0.2657727,1.0830681
3736,Payment,-2.0981674,-1.0730945
3737,Card,-1.4513735,-2.139839
3738,('PCI'),-0.4421484,-0.2693248
3739,Standard.,-0.26458573,0.23142698
3740,('PCPD'),-2.238403,0.27377623
3741,"signed,",-1.6181655,1.9517683
3742,('MoU'),-2.4307745,-1.4397805
3743,Kingdom's,-2.392031,-1.4021498
3744,"regulatory,",-1.0867337,-0.9547806
3745,"enforcement,",-0.75164366,-0.46131364
3746,research,3.254643,-2.4043448
3747,UK,2.8246436,-1.1931678
3748,Hong,1.270709,-1.6970717
3749,Kong,0.78674483,-1.1991625
3750,PCPD,-1.3442103,3.3029027
3751,MoU,-0.88075376,2.35124
3752,wide,-1.0310154,0.6997121
3753,range,-1.0615661,0.90496534
3754,"inspections,",-1.2683895,0.97422993
3755,initiating,-1.5960221,0.93781203
3756,investigations.,-1.5006785,0.9059396
3757,ICO's,-1.5830582,0.8662592
3758,Elizabeth,-1.2006731,1.1044927
3759,"Denham,",-1.1376935,1.2401875
3760,'[the],-0.7248273,1.6258494
3761,world,0.84247065,0.38082847
3762,together,4.529178,-2.431707
3763,[their],0.48969325,0.6160406
3764,risk.',0.36296132,0.69494665
3765,Emergency,-0.9315872,1.7302438
3766,119,-1.3854253,-0.12706107
3767,amendment,-0.9069332,0.48643017
3768,362/2018,-1.8781551,-0.116905265
3769,Ensuring,-1.9601322,-0.35149765
3770,Common,-1.6076189,-0.5915853
3771,Level,-1.2990259,-0.7588478
3772,Networks,-1.3488243,-2.2969582
3773,amends,-1.6339144,1.2526554
3774,2016/1148),-0.50693685,0.2830558
3775,NIS,-1.6790735,-1.8442172
3776,"Directive'),",-2.0507371,-0.109569825
3777,Interinstitutional,-2.07523,-1.9221905
3778,Determination,-2.6527617,-1.92739
3779,Threshold,-2.5968418,-1.619003
3780,Values,-2.5727782,-1.1671197
3781,​​Necessary,-2.3635757,-0.8989841
3782,Determining,-1.4785587,-0.5357946
3783,Significant,-1.4012341,-0.46584696
3784,Disruptive,-0.9992708,-0.50688916
3785,Effect,-0.6852696,-0.85483843
3786,Incidents,-0.7168296,-1.2512467
3787,operators,1.9374932,-2.858866
3788,('GdLINIS').,-1.108328,-0.4389749
3789,important,2.2877002,1.0661824
3790,GdLINIS',-0.68402606,-1.1542393
3791,threshold,-0.45123857,-0.7378906
3792,​​necessary,-0.50461924,-0.31933856
3793,disruptive,-1.0067729,-0.3448831
3794,incidents,1.8133885,-0.5211852
3795,operators.,-0.48529327,-0.34037337
3796,adoption,1.5652784,-3.270108
3797,furthering,0.26357612,-0.8260355
3798,Romania.,-0.87068665,-1.1394812
3799,employees',1.8476261,1.1798975
3800,powers.,-0.15349703,-0.23905027
3801,examples,-1.3744099,-0.14012487
3802,Institution,-2.37734,-1.6358066
3803,('ZUS'),-2.768097,-1.3771663
3804,Labour,-1.6492733,-0.10884623
3805,('PIP'),-1.6899258,0.12753168
3806,"permitted,",0.18500137,0.07911143
3807,"books,",-0.13783717,0.5783479
3808,"financial,",0.006146222,0.4029266
3809,"accounting,",-0.014920691,0.33096448
3810,"documents,",0.30612573,0.023812093
3811,inspection.,-0.58863556,0.060465448
3812,refused,0.19948348,1.4107884
3813,documents.,0.05922758,0.6498312
3814,"proportionality,",-0.11451758,-0.094733365
3815,"limitation,",0.41541898,-0.6349591
3816,"Senator,",-3.3758018,0.023960672
3817,Ron,-1.7253772,0.16599339
3818,"Wyden,",-1.6177771,0.17202653
3819,Senators,-1.7716976,-0.34260526
